Date,Open,High,Low,Close,Volume,Share_Name,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
2005-01-25 00:00:00-05:00,9.5,9.720000267028809,9.25,9.4399995803833,1266500,ALGN,8.5,0,0.9973586797439115,0.0,0.9365079019675777,1.0,0.8876768616200347,29.0,0.5935747766150905,115.0,0.997333156395954,472.0
2005-01-26 00:00:00-05:00,9.529999732971191,9.739999771118164,7.78000020980835,8.5,7266200,ALGN,8.850000381469727,1,0.9476031436806077,0.0,0.8821087706941936,0.0,0.8016473071509841,28.0,0.5358840562469555,115.0,0.8984971092351515,472.0
2005-01-27 00:00:00-05:00,8.489999771118164,8.930000305175781,8.399999618530273,8.850000381469727,2787200,ALGN,8.760000228881836,0,1.0201729322060151,1.0,0.9512038344596032,1.0,0.8368135256931275,28.0,0.5596293143146231,115.0,0.9360221961546438,472.0
2005-01-28 00:00:00-05:00,9.0,9.0,8.579999923706055,8.760000228881836,1204000,ALGN,8.65999984741211,0,0.9948892589739613,1.0,0.9724689427510197,1.0,0.8308305349746283,27.0,0.5556133571393299,115.0,0.9270293352208695,472.0
2005-01-31 00:00:00-05:00,8.880000114440918,8.880000114440918,8.479999542236328,8.65999984741211,1054300,ALGN,8.65999984741211,0,0.994259449998177,0.0,0.9794164035217999,1.0,0.8244216524228595,26.0,0.5509690838464952,114.0,0.9169770884909388,472.0
2005-02-01 00:00:00-05:00,8.65999984741211,8.699999809265137,8.229999542236328,8.65999984741211,1332500,ALGN,8.699999809265137,1,1.0,0.0,0.9970066528390115,1.0,0.8274675771615301,26.0,0.5525637316300116,114.0,0.9174958717922462,472.0
2005-02-02 00:00:00-05:00,8.550000190734863,8.890000343322754,8.550000190734863,8.699999809265137,662100,ALGN,7.949999809265137,0,1.0023041453136,1.0,0.9970203743347642,2.0,0.8343322753592255,26.0,0.5567572275873611,114.0,0.9221599382752758,473.0
2005-02-03 00:00:00-05:00,8.600000381469727,8.600000381469727,7.760000228881836,7.949999809265137,2141300,ALGN,7.989999771118164,1,0.9549549539229236,1.0,0.9302597583001359,1.0,0.7658344517359967,26.0,0.5104241973411836,113.0,0.8431202782644951,473.0
2005-02-04 00:00:00-05:00,7.75,8.0,7.579999923706055,7.989999771118164,1559900,ALGN,7.96999979019165,0,1.0025094079614816,1.0,0.9520972289623897,2.0,0.7737624263654203,26.0,0.5146842683387484,113.0,0.8477229017624262,474.0
2005-02-07 00:00:00-05:00,8.34000015258789,8.4399995803833,7.590000152587891,7.96999979019165,1807400,ALGN,7.730000019073486,0,0.9987468683285557,1.0,0.9655924373694251,2.0,0.7757697474485389,26.0,0.5150854626655724,113.0,0.845878483561799,474.0
2005-02-08 00:00:00-05:00,8.0600004196167,8.069999694824219,7.699999809265137,7.730000019073486,661300,ALGN,7.579999923706055,0,0.9847133901889266,0.0,0.958106119556104,2.0,0.7563600803794414,26.0,0.5013490379568256,112.0,0.8207295798936652,473.0
2005-02-09 00:00:00-05:00,7.840000152587891,7.840000152587891,7.480000019073486,7.579999923706055,779100,ALGN,7.699999809265137,1,0.9902024757721718,0.0,0.9663437093846466,1.0,0.7455004357284587,26.0,0.49338807319629924,112.0,0.8051491737492407,472.0
2005-02-10 00:00:00-05:00,7.510000228881836,7.730000019073486,7.420000076293945,7.699999809265137,711500,ALGN,7.739999771118164,1,1.0078533957890161,1.0,0.9879394335306609,2.0,0.7611327854758569,26.0,0.502847277972645,113.0,0.8183399868507873,472.0
2005-02-11 00:00:00-05:00,7.710000038146973,7.829999923706055,7.619999885559082,7.739999771118164,690200,ALGN,8.0,1,1.002590671174878,2.0,0.9994834592428111,2.0,0.7686323628703648,27.0,0.5071937480312458,113.0,0.8230566734686801,472.0
2005-02-14 00:00:00-05:00,7.630000114440918,8.300000190734863,7.630000114440918,8.0,1161900,ALGN,8.300000190734863,1,1.0165184391780564,2.0,1.032258077218555,3.0,0.7978325572701497,27.0,0.5259337947626922,114.0,0.8511345102412621,473.0
2005-02-15 00:00:00-05:00,8.079999923706055,8.319999694824219,8.0,8.300000190734863,1432600,ALGN,8.3100004196167,1,1.0184049194616198,2.0,1.0554425553349396,4.0,0.8312746429409154,27.0,0.5472941369663239,115.0,0.8834292080636268,474.0
2005-02-16 00:00:00-05:00,8.319999694824219,8.34000015258789,8.119999885559082,8.3100004196167,717000,ALGN,7.909999847412109,0,1.000602060717301,2.0,1.0374532309664168,5.0,0.8355538122037343,28.0,0.5496511870722308,115.0,0.8848514344256727,475.0
2005-02-17 00:00:00-05:00,8.279999732971191,8.279999732971191,7.869999885559082,7.909999847412109,1116000,ALGN,7.599999904632568,0,0.9753390526745126,1.0,0.9823646053704702,4.0,0.7988419516265038,28.0,0.5248685397453305,115.0,0.8425420726881925,475.0
2005-02-18 00:00:00-05:00,7.849999904632568,7.949999809265137,7.489999771118164,7.599999904632568,1066400,ALGN,7.349999904632568,0,0.9800128982762444,0.0,0.9471585039859461,3.0,0.7711299679767972,28.0,0.5058990421778368,115.0,0.8096428340199816,475.0
2005-02-22 00:00:00-05:00,7.559999942779541,7.650000095367432,7.349999904632568,7.349999904632568,774600,ALGN,7.449999809265137,1,0.9832775917598966,0.0,0.9310868830639935,2.0,0.7494264510758851,28.0,0.4909189933084884,114.0,0.783027571942088,475.0
2005-02-23 00:00:00-05:00,7.340000152587891,7.570000171661377,7.340000152587891,7.449999809265137,459900,ALGN,7.590000152587891,1,1.0067567504436277,1.0,0.9645261304170621,2.0,0.7633196545775983,28.0,0.4992320404221937,115.0,0.7936852260270651,476.0
2005-02-24 00:00:00-05:00,7.539999961853027,7.610000133514404,7.380000114440918,7.590000152587891,532200,ALGN,7.599999904632568,1,1.0093085334892185,2.0,1.001319291422492,2.0,0.781654983898453,28.0,0.5102658319305357,116.0,0.8085977841676343,476.0
2005-02-25 00:00:00-05:00,7.599999904632568,7.650000095367432,7.5,7.599999904632568,721000,ALGN,7.570000171661377,0,1.0006583115211987,2.0,1.0109071521933692,3.0,0.7866951817218277,29.0,0.5125936088401332,117.0,0.8096544783395759,477.0
2005-02-28 00:00:00-05:00,7.809999942779541,7.849999904632568,7.460000038146973,7.570000171661377,1460000,ALGN,7.400000095367432,0,0.9980224302689311,1.0,1.007721004152533,3.0,0.789267921597355,28.0,0.5122285366870623,117.0,0.806382689498166,477.0
2005-03-01 00:00:00-05:00,7.570000171661377,7.630000114440918,7.369999885559082,7.400000095367432,743800,ALGN,7.429999828338623,1,0.988643949681927,0.0,0.9837809185186981,3.0,0.7773789834356573,28.0,0.5023679238016833,117.0,0.7882820884430543,476.0
2005-03-02 00:00:00-05:00,7.619999885559082,7.679999828338623,7.400000095367432,7.429999828338623,1756700,ALGN,7.550000190734863,1,1.0020229085047556,1.0,0.9882947323993431,3.0,0.7860770040554701,29.0,0.5061225034308905,117.0,0.7915100487680995,476.0
2005-03-03 00:00:00-05:00,7.800000190734863,7.920000076293945,7.429999828338623,7.550000190734863,2293600,ALGN,7.53000020980835,0,1.0080107050896827,2.0,1.0053262519819854,3.0,0.8043752546297473,29.0,0.5159994109601438,118.0,0.8043722875556747,476.0
2005-03-04 00:00:00-05:00,7.650000095367432,7.690000057220459,7.5,7.53000020980835,810100,ALGN,7.880000114440918,1,0.9986737413530975,1.0,1.0045357670993,2.0,0.8072758694504174,29.0,0.5162668764540056,118.0,0.8022923601633968,476.0
2005-03-07 00:00:00-05:00,7.699999809265137,7.949999809265137,7.550000190734863,7.880000114440918,1594600,ALGN,7.690000057220459,0,1.0227125176682708,1.0,1.04260386649443,3.0,0.8496873115307321,29.0,0.5419368398628148,118.0,0.8396389598850502,476.0
2005-03-08 00:00:00-05:00,7.880000114440918,8.010000228881836,7.690000057220459,7.690000057220459,864500,ALGN,7.599999904632568,0,0.9877970420600075,1.0,1.009716383447144,3.0,0.8333784949898604,29.0,0.5304838541616117,118.0,0.8195519120425206,475.0
2005-03-09 00:00:00-05:00,7.699999809265137,7.789999961853027,7.559999942779541,7.599999904632568,689400,ALGN,7.5,0,0.9941137898749227,0.0,0.9934640274363994,2.0,0.8281122218990803,28.0,0.5258132737416837,118.0,0.8101890748872489,474.0
2005-03-10 00:00:00-05:00,7.630000114440918,7.699999809265137,7.400000095367432,7.5,470500,ALGN,7.320000171661377,0,0.9933774897176066,0.0,0.981675385317812,1.0,0.822022908728151,27.0,0.520512350058356,117.0,0.7996938750589763,474.0
